IHE-MADO,FHIR Imaging Study Manifest,EU-MADO,MS,Consumer,Producer,Documentation,EHDS,EHDS-Consumer,EHDS-Producer,DICOM-KOS
,,,,,,,EHDSLaboratoryReport.body.specimen,SHALL:display,SHALL:able-to-populate,
,,,,,,,EHDSLaboratoryReport.body.serviceRequest,SHOULD:display,SHALL:able-to-populate,
,,,,,,,EHDSLaboratoryReport.body.resultData,SHALL:display,SHALL:able-to-populate,
,,,,,,,EHDSLaboratoryReport.body.resultData.commentsInterpretationAndRecommendations,SHALL:display,SHALL:able-to-populate,
,,,,,,,EHDSLaboratoryReport.body.resultData.laboratoryTestResults,SHALL:display,SHALL:able-to-populate,
,,,,,,,EHDSLaboratoryReport.attachments,SHOULD:display,SHOULD:able-to-populate,
,,,,,,,EHDSLocation.identifier,,,
,,,,,,,EHDSLocation.name,,,
,,,,,,,EHDSLocation.description,,,
,,,,,,,EHDSLocation.type,,,
,,,,,,,EHDSLocation.address,,,
,,,,,,,EHDSLocation.managingOrganisation,,,
,,,,,,,EHDSLocation.partOf,,,
,,,,,,,EHDSMedication.identifyingCode[x],,SHALL:able-to-populate,
,,,,,,,EHDSMedication.classification,,,
,,,,,,,EHDSMedication.productName,,SHOULD:able-to-populate,
,,,,,,,EHDSMedication.marketingAuthorisationHolder,,,
,,,,,,,EHDSMedication.marketingAuthorisationHolder.organisationName,,,
,,,,,,,EHDSMedication.marketingAuthorisationHolder.organisationIdentifier,,,
,,,,,,,EHDSMedication.doseForm,,SHOULD:able-to-populate,
,,,,,,,EHDSMedication.description,,,
,,,,,,,EHDSMedication.item,,SHOULD:able-to-populate,
,,,,,,,EHDSMedication.item.doseForm,,SHOULD:able-to-populate,
,,,,,,,EHDSMedication.item.ingredient,,,
,,,,,,,EHDSMedication.item.ingredient.isActive,,,
,,,,,,,EHDSMedication.item.ingredient.substance,,SHALL:able-to-populate,
,,,,,,,EHDSMedication.item.ingredient.strengthInfo,,SHOULD:able-to-populate,
,,,,,,,EHDSMedication.item.ingredient.strengthInfo.strength,,SHALL:able-to-populate,
,,,,,,,EHDSMedication.item.ingredient.strengthInfo.basisOfStrengthSubstance,,,
,,,,,,,EHDSMedication.item.unitOfPresentation,,,
,,,,,,,EHDSMedication.item.containedQuantity,,,
,,,,,,,EHDSMedication.item.amount,,,
,,,,,,,EHDSMedication.item.packageType,,,
,,,,,,,EHDSMedication.device,,,
,,,,,,,EHDSMedication.device.deviceQuantity,,,
,,,,,,,EHDSMedication.device.device[x],,,
,,,,,,,EHDSMedication.characteristic,,,
,,,,,,,EHDSMedication.characteristic.type,,,
,,,,,,,EHDSMedication.characteristic.value[x],,,
,,,,,,,EHDSMedication.batch,,,
,,,,,,,EHDSMedication.batch.lotNumber,,,
,,,,,,,EHDSMedication.batch.expirationDate,,,
,,,,,,,EHDSMedicationAdministration.header,,,
,,,,,,,EHDSMedicationAdministration.header.subject,,SHALL:able-to-populate,
,,,,,,,EHDSMedicationAdministration.header.identifier,,,
,,,,,,,EHDSMedicationAdministration.header.author[x],,,
,,,,,,,EHDSMedicationAdministration.header.date,,,
,,,,,,,EHDSMedicationAdministration.header.status,,SHALL:able-to-populate,
,,,,,,,EHDSMedicationAdministration.header.source,,,
,,,,,,,EHDSMedicationAdministration.header.language,,,
,,,,,,,EHDSMedicationAdministration.medication,,SHALL:able-to-populate,
,,,,,,,EHDSMedicationAdministration.occurrence[x],,SHALL:able-to-populate,
,,,,,,,EHDSMedicationAdministration.reason[x],,,
,,,,,,,EHDSMedicationAdministration.dosage,,SHALL:able-to-populate,
,,,,,,,EHDSMedicationAdministration.note,,,
,,,,,,,EHDSMedicationDispense.header,,,
,,,,,,,EHDSMedicationDispense.header.subject,SHALL:process,SHALL:able-to-populate,
,,,,,,,EHDSMedicationDispense.header.identifier,,,
,,,,,,,EHDSMedicationDispense.header.author[x],SHOULD:process,SHALL:able-to-populate,
,,,,,,,EHDSMedicationDispense.header.date,SHOULD:process,SHALL:able-to-populate,
,,,,,,,EHDSMedicationDispense.header.status,SHALL:process,SHALL:able-to-populate,
,,,,,,,EHDSMedicationDispense.header.source,,,
,,,,,,,EHDSMedicationDispense.header.language,,,
,,,,,,,EHDSMedicationDispense.dispenseLocation,,,
,,,,,,,EHDSMedicationDispense.receiver[x],,,
,,,,,,,EHDSMedicationDispense.relatedRequest,SHALL:process,SHALL:able-to-populate,
,,,,,,,EHDSMedicationDispense.medication,SHALL:process,SHALL:able-to-populate,
,,,,,,,EHDSMedicationDispense.dispensedQuantity,SHALL:process,SHALL:able-to-populate,
,,,,,,,EHDSMedicationDispense.timeOfDispensation,,,
,,,,,,,EHDSMedicationDispense.substitutionOccurred,,,
,,,,,,,EHDSMedicationDispense.dosageInstructions,SHOULD:process,SHOULD:able-to-populate,
,,,,,,,EHDSMedicationDispense.note,,,
,,,,,,,EHDSMedicationPrescription.header,,,
,,,,,,,EHDSMedicationPrescription.header.subject,SHALL:process,SHALL:able-to-populate,
,,,,,,,EHDSMedicationPrescription.header.identifier,SHALL:process,SHALL:able-to-populate,
,,,,,,,EHDSMedicationPrescription.header.author[x],SHALL:process,SHALL:able-to-populate,
,,,,,,,EHDSMedicationPrescription.header.date,SHALL:process,SHALL:able-to-populate,
,,,,,,,EHDSMedicationPrescription.header.status,SHALL:process,SHALL:able-to-populate,
,,,,,,,EHDSMedicationPrescription.header.source,,,
,,,,,,,EHDSMedicationPrescription.header.language,,,
,,,,,,,EHDSMedicationPrescription.header.statusReason[x],,,
,,,,,,,EHDSMedicationPrescription.presentedForm,SHOULD:display,SHOULD:able-to-populate,
,,,,,,,EHDSMedicationPrescription.prescriptionItem,SHALL:process,SHALL:able-to-populate,
,,,,,,,EHDSMedicationPrescription.prescriptionItem.identifier,SHALL:process,SHALL:able-to-populate,
,,,,,,,EHDSMedicationPrescription.prescriptionItem.status,SHALL:process,SHALL:able-to-populate,
,,,,,,,EHDSMedicationPrescription.prescriptionItem.statusReason[x],,,
,,,,,,,EHDSMedicationPrescription.prescriptionItem.medication,SHALL:process,SHALL:able-to-populate,
,,,,,,,EHDSMedicationPrescription.prescriptionItem.indication[x],,,
,,,,,,,EHDSMedicationPrescription.prescriptionItem.intendedUseType,,,
,,,,,,,EHDSMedicationPrescription.prescriptionItem.periodOfUse,,,
,,,,,,,EHDSMedicationPrescription.prescriptionItem.quantityPrescribed,SHOULD:process,SHOULD:able-to-populate,
,,,,,,,EHDSMedicationPrescription.prescriptionItem.dosageInstructions,SHALL:process,SHALL:able-to-populate,
,,,,,,,EHDSMedicationPrescription.prescriptionItem.validityPeriod,SHOULD:process,SHOULD:able-to-populate,
,,,,,,,EHDSMedicationPrescription.prescriptionItem.substitution,SHOULD:process,SHOULD:able-to-populate,
,,,,,,,EHDSMedicationPrescription.prescriptionItem.substitution.allowed[x],SHALL:process,SHALL:able-to-populate,
,,,,,,,EHDSMedicationPrescription.prescriptionItem.substitution.reason[x],,,
,,,,,,,EHDSMedicationPrescription.prescriptionItem.numberOfRepeats,,,
,,,,,,,EHDSMedicationPrescription.prescriptionItem.minimumDispenseInterval,,,
,,,,,,,EHDSMedicationPrescription.prescriptionItem.offLabel,,,
,,,,,,,EHDSMedicationPrescription.prescriptionItem.offLabel.isOffLabelUse,,,
,,,,,,,EHDSMedicationPrescription.prescriptionItem.offLabel.reason[x],,,
,,,,,,,EHDSMedicationPrescription.prescriptionItem.note,SHOULD:display,SHOULD:able-to-populate,
,,,,,,,EHDSMedicationUse.header,,,
,,,,,,,EHDSMedicationUse.header.subject,,SHALL:able-to-populate,
,,,,,,,EHDSMedicationUse.header.identifier,,,
,,,,,,,EHDSMedicationUse.header.author[x],,,
,,,,,,,EHDSMedicationUse.header.date,,,
,,,,,,,EHDSMedicationUse.header.status,,SHALL:able-to-populate,
,,,,,,,EHDSMedicationUse.header.source,,,
,,,,,,,EHDSMedicationUse.header.language,,,
,,,,,,,EHDSMedicationUse.treatmentStatus,,,
,,,,,,,EHDSMedicationUse.changeType,,,
,,,,,,,EHDSMedicationUse.medication,,SHALL:able-to-populate,
,,,,,,,EHDSMedicationUse.reason[x],,SHOULD:able-to-populate,
,,,,,,,EHDSMedicationUse.dosageInstructions,,SHALL:able-to-populate,
,,,,,,,EHDSMedicationUse.periodOfUse,,SHALL:able-to-populate,
,,,,,,,EHDSMedicationUse.derivedFrom[x],,,
,,,,,,,EHDSMedicationUse.note,,SHOULD:able-to-populate,
,,,,,,,EHDSObservation.header,,,
,,,,,,,EHDSObservation.header.subject,SHALL:process,SHALL:able-to-populate,
,,,,,,,EHDSObservation.header.identifier,SHALL:process,SHALL:able-to-populate,
,,,,,,,EHDSObservation.header.author[x],SHOULD:display,SHOULD:able-to-populate,
,,,,,,,EHDSObservation.header.date,,,
,,,,,,,EHDSObservation.header.status,SHALL:display,SHALL:able-to-populate,
,,,,,,,EHDSObservation.header.source,,,
,,,,,,,EHDSObservation.header.language,,,
,,,,,,,EHDSObservation.header.directSubject[x],SHALL:display,SHALL:able-to-populate,
,,,,,,,EHDSObservation.observationDate[x],SHALL:display,SHALL:able-to-populate,
,,,,,,,EHDSObservation.type,SHALL:process,SHALL:able-to-populate,
,,,,,,,EHDSObservation.originalName,SHOULD:display,SHOULD:able-to-populate,
,,,,,,,EHDSObservation.method,,,
,,,,,,,EHDSObservation.specimen,,,
,,,,,,,EHDSObservation.order,,,
,,,,,,,EHDSObservation.performer[x],,SHOULD:able-to-populate,
,,,,,,,EHDSObservation.bodySite,,,
,,,,,,,EHDSObservation.result,SHALL:display,SHALL:able-to-populate,
,,,,,,,EHDSObservation.result.value[x],SHALL:display,SHALL:able-to-populate,
,,,,,,,EHDSObservation.result.uncertainty,SHOULD:display,SHOULD:able-to-populate,
,,,,,,,EHDSObservation.result.uncertainty.value,,,
,,,,,,,EHDSObservation.result.uncertainty.type,,,
,,,,,,,EHDSObservation.result.dataAbsentReason,SHALL:display,SHALL:able-to-populate,
,,,,,,,EHDSObservation.referenceRange,SHALL:display,SHOULD:able-to-populate,
,,,,,,,EHDSObservation.referenceRange.low,,,
,,,,,,,EHDSObservation.referenceRange.high,,,
,,,,,,,EHDSObservation.referenceRange.normalValue,,,
,,,,,,,EHDSObservation.referenceRange.type,,,
,,,,,,,EHDSObservation.referenceRange.appliesTo,,,
,,,,,,,EHDSObservation.referenceRange.age,,,
,,,,,,,EHDSObservation.referenceRange.text,,,
,,,,,,,EHDSObservation.interpretation,,,
,,,,,,,EHDSObservation.note,,,
,,,,,,,EHDSObservation.component,,,
,,,,,,,EHDSObservation.component.type,SHALL:process,SHALL:able-to-populate,
,,,,,,,EHDSObservation.component.originalName,SHOULD:display,SHOULD:able-to-populate,
,,,,,,,EHDSObservation.component.result,SHALL:display,SHALL:able-to-populate,
,,,,,,,EHDSObservation.component.result.value[x],,SHALL:able-to-populate,
,,,,,,,EHDSObservation.component.result.uncertainty,SHOULD:display,SHOULD:able-to-populate,
,,,,,,,EHDSObservation.component.result.uncertainty.value,,,
,,,,,,,EHDSObservation.component.result.uncertainty.type,,,
,,,,,,,EHDSObservation.component.result.dataAbsentReason,SHALL:display,SHALL:able-to-populate,
,,,,,,,EHDSObservation.component.referenceRange,SHALL:display,SHOULD:able-to-populate,
,,,,,,,EHDSObservation.component.referenceRange.low,,,
,,,,,,,EHDSObservation.component.referenceRange.high,,,
,,,,,,,EHDSObservation.component.referenceRange.normalValue,,,
,,,,,,,EHDSObservation.component.referenceRange.type,,,
,,,,,,,EHDSObservation.component.referenceRange.appliesTo,,,
,,,,,,,EHDSObservation.component.referenceRange.age,,,
,,,,,,,EHDSObservation.component.referenceRange.text,,,
,,,,,,,EHDSObservation.component.interpretation,,,
,,,,,,,EHDSObservation.derivedFrom[x],,,
,,,,,,,EHDSObservation.hasMember[x],,,
,,,,,,,EHDSOrganisation.identifier,,SHALL:able-to-populate,
,,,,,,,EHDSOrganisation.type,,,
,,,,,,,EHDSOrganisation.name,,SHALL:able-to-populate,
,,,,,,,EHDSOrganisation.address,,,
,,,,,,,EHDSOrganisation.telecom,,SHOULD:able-to-populate,
,,,,,,,EHDSOrganisation.partOf,,,
,,,,,,,EHDSPatient.dateOfBirth,,SHOULD:able-to-populate,
,,,,,,,EHDSPatient.deceased[x],,,
,,,,,,,EHDSPatient.address,,,
,,,,,,,EHDSPatient.telecom,,,
,,,,,,,EHDSPatientSummary.header,SHALL:process,SHALL:able-to-populate,
,,,,,,,EHDSPatientSummary.header.subject,SHALL:process,SHALL:able-to-populate,
,,,,,,,EHDSPatientSummary.header.identifier,SHALL:process,SHALL:able-to-populate,
,,,,,,,EHDSPatientSummary.header.author[x],SHALL:process,SHALL:able-to-populate,
,,,,,,,EHDSPatientSummary.header.date,SHALL:process,SHALL:able-to-populate,
,,,,,,,EHDSPatientSummary.header.status,SHALL:process,SHALL:able-to-populate,
,,,,,,,EHDSPatientSummary.header.source,,,
,,,,,,,EHDSPatientSummary.header.language,SHOULD:process,SHOULD:able-to-populate,
,,,,,,,EHDSPatientSummary.header.documentType,SHALL:process,SHALL:able-to-populate,
,,,,,,,EHDSPatientSummary.header.documentTitle,SHALL:process,SHALL:able-to-populate,
,,,,,,,EHDSPatientSummary.header.period,,,
,,,,,,,EHDSPatientSummary.header.version,,,
,,,,,,,EHDSPatientSummary.header.attestation,,,
,,,,,,,EHDSPatientSummary.header.attestation.attester[x],,,
,,,,,,,EHDSPatientSummary.header.attestation.datetime,,,
,,,,,,,EHDSPatientSummary.header.legalAuthentication,SHALL:process,SHALL:able-to-populate,
,,,,,,,EHDSPatientSummary.header.legalAuthentication.legalAuthenticator[x],,,
,,,,,,,EHDSPatientSummary.header.legalAuthentication.datetime,,,
,,,,,,,EHDSPatientSummary.header.eventType,,,
,,,,,,,EHDSPatientSummary.header.serviceSpecialty,,,
,,,,,,,EHDSPatientSummary.header.custodian,,,
,,,,,,,EHDSPatientSummary.presentedForm,SHOULD:display,SHOULD:able-to-populate,
,,,,,,,EHDSPatientSummary.alerts,SHOULD:process,SHOULD:able-to-populate,
,,,,,,,EHDSPatientSummary.alerts.generatedNarrative,SHOULD:display,SHOULD:able-to-populate,
,,,,,,,EHDSPatientSummary.alerts.medicalAlert,SHALL:process,SHALL:able-to-populate,
,,,,,,,EHDSPatientSummary.alerts.note,SHOULD:display,SHOULD:able-to-populate,
,,,,,,,EHDSPatientSummary.allergiesAndIntolerances,SHALL:process,SHALL:able-to-populate,
,,,,,,,EHDSPatientSummary.allergiesAndIntolerances.generatedNarrative,SHOULD:display,SHOULD:able-to-populate,
,,,,,,,EHDSPatientSummary.allergiesAndIntolerances.allergyIntolerance,SHALL:process,SHALL:able-to-populate,
,,,,,,,EHDSPatientSummary.allergiesAndIntolerances.emptyReason,SHALL:process,SHALL:able-to-populate,
,,,,,,,EHDSPatientSummary.allergiesAndIntolerances.note,SHOULD:display,SHOULD:able-to-populate,
,,,,,,,EHDSPatientSummary.problems,SHALL:process,SHALL:able-to-populate,
,,,,,,,EHDSPatientSummary.problems.generatedNarrative,SHOULD:process,SHOULD:able-to-populate,
,,,,,,,EHDSPatientSummary.problems.emptyReason,SHALL:process,SHALL:able-to-populate,
,,,,,,,EHDSPatientSummary.problems.problem,SHALL:process,SHALL:able-to-populate,
,,,,,,,EHDSPatientSummary.problems.note,SHOULD:process,SHOULD:able-to-populate,
,,,,,,,EHDSPatientSummary.medicationSummary,SHALL:process,SHALL:able-to-populate,
,,,,,,,EHDSPatientSummary.medicationSummary.generatedNarrative,SHOULD:display,SHOULD:able-to-populate,
,,,,,,,EHDSPatientSummary.medicationSummary.emptyReason,SHALL:process,SHALL:able-to-populate,
,,,,,,,EHDSPatientSummary.medicationSummary.medicationUse,SHALL:process,SHALL:able-to-populate,
,,,,,,,EHDSPatientSummary.medicationSummary.note,SHOULD:display,SHOULD:able-to-populate,
,,,,,,,EHDSPatientSummary.medicalDevicesAndImplants,SHALL:process,SHALL:able-to-populate,
,,,,,,,EHDSPatientSummary.medicalDevicesAndImplants.generatedNarrative,SHOULD:process,SHOULD:able-to-populate,
,,,,,,,EHDSPatientSummary.medicalDevicesAndImplants.emptyReason,SHALL:process,SHALL:able-to-populate,
,,,,,,,EHDSPatientSummary.medicalDevicesAndImplants.deviceUse,SHALL:process,SHALL:able-to-populate,
,,,,,,,EHDSPatientSummary.medicalDevicesAndImplants.note,SHOULD:process,SHOULD:able-to-populate,
,,,,,,,EHDSPatientSummary.procedures,SHALL:process,SHALL:able-to-populate,
,,,,,,,EHDSPatientSummary.procedures.generatedNarrative,SHOULD:process,SHOULD:able-to-populate,
,,,,,,,EHDSPatientSummary.procedures.emptyReason,SHALL:process,SHALL:able-to-populate,
,,,,,,,EHDSPatientSummary.procedures.procedure,SHALL:process,SHALL:able-to-populate,
,,,,,,,EHDSPatientSummary.procedures.note,SHOULD:process,SHOULD:able-to-populate,
,,,,,,,EHDSPatientSummary.immunisations,SHOULD:process,SHOULD:able-to-populate,
,,,,,,,EHDSPatientSummary.immunisations.generatedNarrative,SHOULD:process,SHOULD:able-to-populate,
,,,,,,,EHDSPatientSummary.immunisations.immunisation,SHALL:process,SHALL:able-to-populate,
,,,,,,,EHDSPatientSummary.immunisations.note,SHOULD:process,SHOULD:able-to-populate,
,,,,,,,EHDSPatientSummary.functionalStatus,,,
,,,,,,,EHDSPatientSummary.functionalStatus.generatedNarrative,,,
,,,,,,,EHDSPatientSummary.functionalStatus.condition,,,
,,,,,,,EHDSPatientSummary.functionalStatus.assessment,,,
,,,,,,,EHDSPatientSummary.functionalStatus.note,,,
,,,,,,,EHDSPatientSummary.socialHistory,,,
,,,,,,,EHDSPatientSummary.socialHistory.generatedNarrative,,,
,,,,,,,EHDSPatientSummary.socialHistory.observation,,,
,,,,,,,EHDSPatientSummary.socialHistory.note,,,
,,,,,,,EHDSPatientSummary.pregnancyHistory,SHOULD:process,SHOULD:able-to-populate,
,,,,,,,EHDSPatientSummary.pregnancyHistory.generatedNarrative,SHOULD:process,SHOULD:able-to-populate,
,,,,,,,EHDSPatientSummary.pregnancyHistory.currentPregnancyStatus,SHALL:process,SHALL:able-to-populate,
,,,,,,,EHDSPatientSummary.pregnancyHistory.previousPregnancies,,,
,,,,,,,EHDSPatientSummary.pregnancyHistory.note,SHOULD:process,SHOULD:able-to-populate,
,,,,,,,EHDSPatientSummary.travelHistory,,,
,,,,,,,EHDSPatientSummary.travelHistory.generatedNarrative,,,
,,,,,,,EHDSPatientSummary.travelHistory.travelHistory,,,
,,,,,,,EHDSPatientSummary.travelHistory.note,,,
,,,,,,,EHDSPatientSummary.patientStory,SHOULD:process,,
,,,,,,,EHDSPatientSummary.patientStory.note,,,
,,,,,,,EHDSPatientSummary.advanceDirectives,SHOULD:process,,
,,,,,,,EHDSPatientSummary.advanceDirectives.generatedNarrative,,,
,,,,,,,EHDSPatientSummary.advanceDirectives.advanceDirective,,,
,,,,,,,EHDSPatientSummary.advanceDirectives.note,,,
,,,,,,,EHDSPatientSummary.observationResults,,,
,,,,,,,EHDSPatientSummary.observationResults.generatedNarrative,,,
,,,,,,,EHDSPatientSummary.observationResults.result,,,
,,,,,,,EHDSPatientSummary.observationResults.note,,,
,,,,,,,EHDSPatientSummary.carePlans,,,
,,,,,,,EHDSPatientSummary.carePlans.generatedNarrative,,,
,,,,,,,EHDSPatientSummary.carePlans.carePlan,,,
,,,,,,,EHDSPatientSummary.carePlans.note,,,
,,,,,,,EHDSPregnancyHistory.header,,,
,,,,,,,EHDSPregnancyHistory.header.subject,,,
,,,,,,,EHDSPregnancyHistory.header.identifier,,,
,,,,,,,EHDSPregnancyHistory.header.author[x],,,
,,,,,,,EHDSPregnancyHistory.header.date,,,
,,,,,,,EHDSPregnancyHistory.header.status,,,
,,,,,,,EHDSPregnancyHistory.header.source,,,
,,,,,,,EHDSPregnancyHistory.header.language,,,
,,,,,,,EHDSPregnancyHistory.endDate,,,
,,,,,,,EHDSPregnancyHistory.outcome,,,
,,,,,,,EHDSPregnancyHistory.numberOfFetuses,,,
,,,,,,,EHDSPregnancyHistory.note,,,
,,,,,,,EHDSProcedure.header,,,
,,,,,,,EHDSProcedure.header.subject,,SHALL:able-to-populate,
,,,,,,,EHDSProcedure.header.identifier,,SHOULD:able-to-populate,
,,,,,,,EHDSProcedure.header.author[x],,,
,,,,,,,EHDSProcedure.header.date,,,
,,,,,,,EHDSProcedure.header.status,,SHALL:able-to-populate,
,,,,,,,EHDSProcedure.header.source,,,
,,,,,,,EHDSProcedure.header.language,,,
,,,,,,,EHDSProcedure.code,,SHALL:able-to-populate,
,,,,,,,EHDSProcedure.procedureDate[x],,SHALL:able-to-populate,
,,,,,,,EHDSProcedure.performer,,,
,,,,,,,EHDSProcedure.bodySite,,SHOULD:able-to-populate,
,,,,,,,EHDSProcedure.reason[x],,,
,,,,,,,EHDSProcedure.outcome,,,
,,,,,,,EHDSProcedure.complication,,,
,,,,,,,EHDSProcedure.deviceUsed,,,
,,,,,,,EHDSProcedure.focalDevice,,,
,,,,,,,EHDSProcedure.note,,SHOULD:able-to-populate,
,,,,,,,EHDSRelatedPerson.personalIdentifier,,SHOULD:able-to-populate,
,,,,,,,EHDSRelatedPerson.name,,SHOULD:able-to-populate,
,,,,,,,EHDSRelatedPerson.subject,,SHALL:able-to-populate,
,,,,,,,EHDSRelatedPerson.relationship,,SHALL:able-to-populate,
,,,,,,,EHDSRelatedPerson.address,,,
,,,,,,,EHDSRelatedPerson.telecom,,SHOULD:able-to-populate,
,,,,,,,EHDSServiceRequest.header,,,
,,,,,,,EHDSServiceRequest.header.subject,,,
,,,,,,,EHDSServiceRequest.header.identifier,,,
,,,,,,,EHDSServiceRequest.header.author[x],,,
,,,,,,,EHDSServiceRequest.header.date,,,
,,,,,,,EHDSServiceRequest.header.status,,,
,,,,,,,EHDSServiceRequest.header.source,,,
,,,,,,,EHDSServiceRequest.header.language,,,
,,,,,,,EHDSServiceRequest.description,,,
,,,,,,,EHDSServiceRequest.code,,,
,,,,,,,EHDSServiceRequest.quantity,,,
,,,,,,,EHDSServiceRequest.bodySite,,,
,,,,,,,EHDSServiceRequest.reason[x],,,
,,,,,,,EHDSServiceRequest.priority,,,
,,,,,,,EHDSServiceRequest.supportingInformation[x],,,
,,,,,,,EHDSServiceRequest.specimen,,,
,,,,,,,EHDSServiceRequest.encounter,,,
,,,,,,,EHDSServiceRequest.occurrence[x],,,
,,,,,,,EHDSServiceRequest.patientInstructions,,,
,,,,,,,EHDSSpecimen.identifier,,,
,,,,,,,EHDSSpecimen.status,,,
,,,,,,,EHDSSpecimen.type,,,
,,,,,,,EHDSSpecimen.specimenSource[x],,,
,,,,,,,EHDSSpecimen.parentSpecimen,,,
,,,,,,,EHDSSpecimen.request,,,
,,,,,,,EHDSSpecimen.combined,,,
,,,,,,,EHDSSpecimen.collection,,,
,,,,,,,EHDSSpecimen.collection.performer[x],,,
,,,,,,,EHDSSpecimen.collection.collected[x],,,
,,,,,,,EHDSSpecimen.collection.quantity,,,
,,,,,,,EHDSSpecimen.collection.method,,,
,,,,,,,EHDSSpecimen.collection.device,,,
,,,,,,,EHDSSpecimen.collection.bodySite,,,
,,,,,,,EHDSSpecimen.receivedDate,,,
,,,,,,,EHDSSpecimen.container,,,
,,,,,,,EHDSSpecimen.container.specimenQuantity,,,
,,,,,,,EHDSSpecimen.container.containerDevice,,,
,,,,,,,EHDSSpecimen.condition,,,
,,,,,,,EHDSSpecimen.note,,,
,,,,,,,EHDSTelecom.use,,,
,,,,,,,EHDSTelecom.type,,,
,,,,,,,EHDSTelecom.value,,,
,,,,,,,EHDSTravelHistory.header,,,
,,,,,,,EHDSTravelHistory.header.subject,,,
,,,,,,,EHDSTravelHistory.header.identifier,,,
,,,,,,,EHDSTravelHistory.header.author[x],,,
,,,,,,,EHDSTravelHistory.header.date,,,
,,,,,,,EHDSTravelHistory.header.status,,,
,,,,,,,EHDSTravelHistory.header.source,,,
,,,,,,,EHDSTravelHistory.header.language,,,
,,,,,,,EHDSTravelHistory.country,,,
,,,,,,,EHDSTravelHistory.period,,,
,MadoImagingStudy.identifier[studyInstanceUid],,,,,,,,,"StudyInstanceUID (0020,000D)
Referenced Request Macro (0040.A370) -> Study Instance UID (0020,000D)"
,MadoImagingStudy.extension[anatomicalRegion],,,,,,,,,"SR: EV(111028,DCM,""Image Library"") -> EV(123014, DCM, ""Target Region"")"
,MadoImagingStudy.endpoint -> MadoWebViewerEndpoint.address,,,,,,,,,"CurrentRequestedProcedureEvidenceSequence (0040,8375) -> DisplayURI (0040,E012)"
,MadoImagingStudy.series.uid,,,,,,,,,"SR: EV(111028,DCM,""Image Library"") -> EV(126200,DCM,""Image Library Group"") -> EV(112002, DCM, ""Series Instance UID"")"
,MadoImagingStudy.series.number,,,,,,,,,"SR: EV(111028,DCM,""Image Library"") -> EV(126200,DCM,""Image Library Group"") -> EV (113607, DCM, ""Series Number"")"
,MadoImagingStudy.series.modality,,,,,,,,,"SR: EV(111028,DCM,""Image Library"") -> EV(126200,DCM,""Image Library Group"") -> EV (121139, DCM, ""Modality"")"
,MadoImagingStudy.series.description,,,,,,,,,"SR: EV(111028,DCM,""Image Library"") -> EV(126200,DCM,""Image Library Group"") -> EV (131563, DCM, ""Series Description"")"
,MadoImagingStudy.series.started,,,,,,,,,"SR: EV(111028,DCM,""Image Library"") -> EV(126200,DCM,""Image Library Group"") -> EV (131561, DCM, ""Series Date"") & EV (131562, DCM, ""Series Time"")"
,MadoImagingStudy.series.numberOfInstances,,,,,,,,,"SR: EV(111028,DCM,""Image Library"") -> EV(126200,DCM,""Image Library Group"") -> EV (131564, DCM, ""Number of Series Related Instances"")"
,MadoImagingStudy.series.bodySite,,,,,,,,,"SR: EV(111028,DCM,""Image Library"") -> EV(126200,DCM,""Image Library Group"") -> EV (123014, DCM, ""Target Region"")"
,MadoImagingStudy.series.laterality,,,,,,,,,"SR: EV(111028,DCM,""Image Library"") -> EV(126200,DCM,""Image Library Group"") -> EV (111027, DCM, ""Image Laterality"")"
,MadoImagingStudy.series.endpoint -> MadoWadoEndpoint.address,,,,,,,,,"CurrentRequestedProcedureEvidenceSequence (0040,8375) -> ReferencedSeriesSequence (0008,1115) -> RetrieveUrl (0008,1190)"
,MadoImagingStudy.series.endpoint -> MadoWadoEndpoint.extension[locationUid],,,,,,,,,"CurrentRequestedProcedureEvidenceSequence (0040,8375) -> ReferencedSeriesSequence (0008,1115) -> RetrieveLocationUid (0040,E011)"
,MadoImagingStudy.series.instance.uid,,,,,,,,,"SR: EV(111028,DCM,""Image Library"") -> EV(126200,DCM,""Image Library Group"") -> Image Library Entry (IMAGE or COMPOSITE) -> Referenced SOP Sequence (0008,1199) -> Referenced SOP Instance UID (0008,1150)"
,MadoImagingStudy.series.instances.sopClass,,,,,,,,,"SR: EV(111028,DCM,""Image Library"") -> EV(126200,DCM,""Image Library Group"") -> Image Library Entry (IMAGE or COMPOSITE) -> Referenced SOP Sequence (0008,1199) -> Referenced SOP Class UID (0008,1155)"
,MadoImagingStudy.series.instance.number,,,,,,,,,"SR: EV(111028,DCM,""Image Library"") -> EV(126200,DCM,""Image Library Group"") -> Image Library Entry (IMAGE) -> EV (113609, DCM, ""Instance Number"")"
,MadoImagingStudy.series.instance.extension[numberOfFrames],,,,,,,,,"SR: EV(111028,DCM,""Image Library"") -> EV(126200,DCM,""Image Library Group"") -> Image Library Entry (IMAGE) -> EV (121140, DCM, ""Number of Frames"")"
,MadoImagingStudy.series.instance.extension[koDocumentTitle],,,,,,,,,"SR: EV(111028,DCM,""Image Library"") -> EV(126200,DCM,""Image Library Group"") -> Image Library Entry (COMPOSITE) EV (121144, DCM, ""Document Title"")"
